1	11869	14409	DDX11L10
1	14363	29570	WASH5P
1	34554	36081	FAM138F
1	34554	36081	FAM138B
1	34554	36081	FAM138A
1	69055	70108	OR4F5
1	367640	368634	OR4F29
1	566187	566265	MIR1977
1	621096	622034	OR4F16
1	752751	755214	FAM87B
1	860260	879955	SAMD11
1	879584	894689	NOC2L
1	895967	901095	KLHL17
1	901877	911245	PLEKHN1
1	910584	917497	C1orf170
1	934342	935552	HES4
1	948803	949920	ISG15
1	955503	991496	AGRN
1	1017198	1051741	C1orf159
1	1102484	1102578	MIR200B
1	1103243	1103332	MIR200A
1	1104385	1104467	MIR429
1	1109264	1133315	TTLL10
1	1138888	1142071	TNFRSF18
1	1146706	1149518	TNFRSF4
1	1152288	1167411	SDF4
1	1167629	1170421	B3GALT6
1	1177826	1182102	FAM132A
1	1189289	1209265	UBE2J2
1	1215852	1227409	SCNN1D
1	1227756	1244989	ACAP3
1	1243947	1247057	PUSL1
1	1246969	1260071	CPSF3L
1	1260136	1264277	GLTPD1
1	1266694	1270686	TAS1R3
1	1270656	1284730	DVL1
1	1270656	1284730	DVL1L1
1	1288069	1297157	MXRA8
1	1309110	1310875	AURKAIP1
1	1321091	1334708	CCNL2
1	1337288	1342693	MRPL20
1	1361556	1363005	TMEM88B
1	1370241	1378262	VWA1
1	1385069	1405538	ATAD3C
1	1407143	1433228	ATAD3B
1	1447531	1470065	ATAD3A
1	1470554	1475833	C1orf70
1	1477053	1510249	SSU72
1	1550801	1565990	MIB2
1	1567474	1570639	MMP23B
1	1571100	1655966	CDK11B
1	1571100	1655966	CDK11A
1	1631381	1633249	MMP23A
1	1656277	1677431	SLC35E2
1	1682671	1711896	NADK
1	1716725	1822495	GNB1
1	1846266	1848735	CALML6
1	1849029	1850712	TMEM52
1	1853396	1935276	KIAA1751
1	1853396	1935276	C1orf222
1	1950780	1962192	GABRD
1	1981909	2116834	PRKCZ
1	2115903	2144159	C1orf86
1	2160134	2241558	SKI
1	2252692	2356219	MORN1
1	2323267	2335190	RER1
1	2336236	2345236	PEX10
1	2398898	2436969	PLCH2
1	2439972	2458050	PANK4
1	2460184	2461684	HES5
1	2487078	2497061	TNFRSF14
1	2517930	2522908	C1orf93
1	2522078	2564429	MMEL1
1	2567415	2706280	TTC34
1	2938046	2939465	ACTRT2
1	2985732	3355185	PRDM16
1	3370990	3397677	ARHGEF16
1	3406484	3528059	MEGF6
1	3477259	3477354	MIR551A
1	3541566	3546691	TPRG1L
1	3547331	3569325	WDR8
1	3569084	3652765	TP73
1	3652548	3663900	KIAA0495
1	3668962	3688208	CCDC27
1	3696784	3713068	LRRC47
1	3728645	3773797	KIAA0562
1	3773845	3801993	DFFB
1	3805689	3816857	C1orf174
1	4714792	4843850	AJAP1
1	5922871	6052533	NPHP4
1	6051526	6161253	KCNAB2
1	6161853	6240183	CHD5
1	6241329	6269449	RPL22
1	6265535	6281359	RNF207
1	6281252	6296032	ICMT
1	6296300	6299504	C1orf211
1	6304252	6305638	HES3
1	6307406	6321035	GPR153
1	6324333	6454451	ACOT7
1	6472478	6484730	HES2
1	6484848	6521430	ESPN
1	6521211	6526255	TNFRSF25
1	6526152	6580121	PLEKHG5
1	6581407	6614595	NOL9
1	6615241	6639817	TAS1R1
1	6640061	6649340	ZBTB48
1	6650784	6674667	KLHL21
1	6673745	6684093	PHF13
1	6684926	6695646	THAP3
1	6694228	6761984	DNAJC11
1	6845384	7829764	CAMTA1
1	7831329	7841492	VAMP3
1	7844380	7905237	PER3
1	7903143	7913572	UTS2
1	7979907	8000926	TNFRSF9
1	8014351	8045565	PARK7
1	8064464	8086368	ERRFI1
1	8377886	8404227	SLC45A1
1	8412457	8877702	RERE
1	8921061	8939308	ENO1
1	9005922	9035151	CA6
1	9063359	9086404	SLC2A7
1	9095166	9148537	SLC2A5
1	9160364	9189250	GPR157
1	9211727	9211836	MIR34A
1	9294863	9331396	H6PD
1	9352939	9429591	SPSB1
1	9599541	9642831	SLC25A33
1	9648977	9674935	TMEM201
1	9711803	9788977	PIK3CD
1	9712668	9714644	C1orf200
1	9789084	9884584	CLSTN1
1	9908334	9970394	CTNNBIP1
1	9982171	10003465	LZIC
1	10003486	10045559	NMNAT1
1	10057255	10076078	RBP7
1	10092890	10241297	UBE4B
1	10270764	10441661	KIF1B
1	10458649	10480201	PGD
1	10490159	10512210	APITD1
1	10509776	10511959	CORT
1	10516579	10532583	DFFA
1	10532345	10690815	PEX14
1	10696661	10856707	CASZ1
1	11006528	11024290	C1orf127
1	11072414	11085796	TARDBP
1	11086062	11107296	MASP2
1	11114641	11120081	SRM
1	11126675	11159938	EXOSC10
1	11166592	11322564	MTOR
1	11249398	11256038	ANGPTL7
1	11333263	11356106	UBIAD1
1	11539223	11597641	PTCHD2
1	11708283	11715842	FBXO2
1	11714432	11723384	FBXO44
1	11724150	11734411	FBXO6
1	11734538	11751707	MAD2L2
1	11751786	11785914	C1orf187
1	11796141	11814859	AGTRAP
1	11821844	11849642	C1orf167
1	11845780	11866977	MTHFR
1	11866207	11903201	CLCN6
1	11905766	11908402	NPPA
1	11917521	11918992	NPPB
1	11968209	11968328	RNU5E
1	11971241	11986485	KIAA2013
1	11994262	12035599	PLOD1
1	12040238	12073571	MFN2
1	12079523	12092102	MIIP
1	12123434	12204264	TNFRSF8
1	12227060	12269285	TNFRSF1B
1	12290124	12572099	VPS13D
1	12567300	12567451	SNORA59A
1	12567300	12567451	SNORA59B
1	12627939	12677737	DHRS3
1	12704566	12727097	AADACL4
1	12776118	12788726	AADACL3
1	12806163	12823847	C1orf158
1	12834984	12838049	PRAMEF12
1	12851546	12856777	PRAMEF1
1	12884468	12891264	PRAMEF11
1	12907261	12908578	HNRNPCL1
1	12916941	12921764	PRAMEF2
1	12939033	13117751	PRAMEF23
1	12939033	13117751	PRAMEF4
1	12952727	12958101	PRAMEF10
1	12976450	12980569	PRAMEF7
1	12998181	13117737	PRAMEF6
1	13035543	13038381	PRAMEF22
1	13328196	13331715	PRAMEF3
1	13359819	13369057	PRAMEF5
1	13386646	13390765	PRAMEF8
1	13421176	13428191	PRAMEF9
1	13447414	13452656	PRAMEF13
1	13474053	13477569	PRAMEF18
1	13495254	13498260	PRAMEF16
1	13516066	13526943	PRAMEF21
1	13641973	13648988	PRAMEF15
1	13668269	13673511	PRAMEF14
1	13694889	13698405	PRAMEF19
1	13716088	13719064	PRAMEF17
1	13736907	13747803	PRAMEF20
1	13801445	13840543	LRRC38
1	13909960	13944452	PDPN
1	14026693	14151569	PRDM2
1	14219052	14507186	C1orf196
1	15479028	15546974	TMEM51
1	15490840	15497813	C1orf195
1	15563065	15726779	FHAD1
1	15736391	15756839	EFHD2
1	15764935	15779541	CTRC
1	15783223	15798586	CELA2A
1	15792404	15817895	CELA2B
1	15814735	15853029	CASP9
1	15853308	15918874	DNAJC16
1	15898848	15911605	AGMAT
1	15943995	15995539	DDI2
1	15986364	15988217	RSC1A1
1	16008026	16061264	PLEKHM2
1	16062900	16067891	SLC25A34
1	16068917	16074477	TMEM82
1	16083102	16113089	FBLIM1
1	16174359	16266955	SPEN
1	16268364	16302627	ZBTB17
1	16330731	16335302	C1orf64
1	16340523	16346089	HSPB7
1	16345330	16360545	CLCNKA
1	16370247	16383803	CLCNKB
1	16384264	16400127	FAM131C
1	16450832	16482582	EPHA2
1	16524349	16539140	ARHGEF19
1	16542404	16543823	C1orf224
1	16555170	16563495	C1orf89
1	16555170	16556094	C1orf134
1	16573334	16678949	FBXO42
1	16679070	16724640	C1orf144
1	16713612	16763919	SPATA21
1	16767167	16786573	NECAP2
1	16793931	16819196	CROCCL2
1	16840617	16840780	RNU1-1
1	16840617	16840780	RNU1-5
1	16888818	16940083	NBPF1
1	16993280	16993443	RNU1-3
1	16993280	16993443	RNU1-5
1	17067011	17067174	RNU1-4
1	17067011	17067174	RNU1-5
1	17081405	17090975	MST1P9
1	17222232	17299474	CROCC
1	17222475	17222638	RNU1-2
1	17222475	17222638	RNU1-5
1	17300997	17307330	MFAP2
1	17312453	17338423	ATP13A2
1	17345217	17380665	SDHB
1	17393256	17445948	PADI2
1	17531621	17572501	PADI1
1	17575593	17610728	PADI3
1	17634690	17690499	PADI4
1	17698741	17728195	PADI6
1	17733256	17766220	RCC2
1	17866330	18024369	ARHGEF10L
1	18081808	18153558	ACTL8
1	18434240	18704977	IGSF21
1	18807424	18812478	KLHDC7A
1	18957500	19075360	PAX7
1	19166093	19186176	TAS1R2
1	19180707	19247618	ALDH4A1
1	19223565	19223642	MIR1290
1	19230774	19282826	IFFO2
1	19401000	19536770	UBR4
1	19542158	19578046	KIAA0090
1	19578033	19586622	MRTO4
1	19592626	19600688	AKR7L
1	19609052	19615744	AKR7A3
1	19630459	19638640	AKR7A2
1	19638740	19660975	PQLC2
1	19665270	19812033	CAPZB
1	19923477	19956314	C1orf151
1	19967048	19984945	NBL1
1	19991780	20006055	HTR6
1	20008706	20126438	TMCO4
1	20140523	20141771	RNF186
1	20209006	20239438	OTUD3
1	20246502	20250110	PLA2G2E
1	20301928	20306909	PLA2G2A
1	20354672	20417683	PLA2G5
1	20438432	20446050	PLA2G2D
1	20465819	20476879	PLA2G2F
1	20489584	20501687	PLA2G2C
1	20512578	20522541	UBXN10
1	20617412	20681387	VWA5B1
1	20808884	20812713	CAMK2N1
1	20825943	20834654	MUL1
1	20878932	20881512	FAM43B
1	20915441	20945401	CDA
1	20959948	20978004	PINK1
1	20978270	20988000	DDOST
1	20990507	21044510	KIF17
1	21046225	21059330	SH2D5
1	21069154	21113816	HP1BP3
1	21132972	21503377	EIF4G3
1	21314807	21314925	MIR1256
1	21543740	21671997	ECE1
1	21766624	21811498	NBPF3
1	21835865	21904905	ALPL
1	21922708	21995856	RAP1GAP
1	22004791	22110099	USP48
1	22138758	22151714	LDLRAD2
1	22148738	22263790	HSPG2
1	22303514	22325135	CELA3B
1	22328149	22339033	CELA3A
1	22379120	22419437	CDC42
1	22446461	22470462	WNT4
1	22778344	22857650	ZBTB40
1	22890057	22930087	EPHA8
1	22962999	22966101	C1QA
1	22970123	22974603	C1QC
1	22979255	22988031	C1QB
1	23037458	23241823	EPHB2
1	23345941	23410182	KDM1A
1	23410516	23504301	LUZP1
1	23516993	23521222	HTR1D
1	23630264	23670853	HNRNPR
1	23685941	23695935	ZNF436
1	23695464	23704184	C1orf213
1	23706923	23751261	TCEA3
1	23755055	23811061	ASAP3
1	23832922	23857712	E2F2
1	23884409	23886285	ID3
1	23907985	23967058	MDS2
1	24018269	24022915	RPL11
1	24069645	24088549	TCEB3
1	24104895	24114722	C1orf128
1	24117460	24122029	LYPLA2
1	24122089	24127294	GALE
1	24128375	24165110	HMGCL
1	24171567	24194784	FUCA1
1	24197016	24239852	CNR2
1	24285599	24289952	PNRC2
1	24291294	24307417	SFRS13A
1	24382525	24438665	MYOM3
1	24446261	24469611	IL22RA1
1	24480647	24514449	IL28RA
1	24645881	24690972	GRHL3
1	24683489	24743424	C1orf201
1	24742284	24799466	NIPAL3
1	24829387	24863506	RCAN3
